,auc,sigma,gamma,optimal,optimistic@0,optimistic@0.1,optimistic@0.2,optimistic@0.3,optimistic@0.4,optimistic@0.5,optimistic@0.6,optimistic@0.7,optimistic@0.8,optimistic@0.9,optimistic@1
0,0.9998385431812429,0.01,0.5,1.0,1.602109659738182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.002853863739739
1,0.9868516803331713,0.1,0.5,1.0321949857559412,1.602109659738182,1.0321949857559412,1.0321949857559412,1.0321949857559412,1.0321949857559412,1.002853863739739,1.002853863739739,1.002853863739739,1.002853863739739,1.002853863739739,1.0622900417624144
2,0.9569559557790763,0.2,0.5,1.0622900417624144,1.602109659738182,1.2673461880188734,1.2673461880188734,1.0622900417624144,1.0622900417624144,1.0622900417624144,1.0622900417624144,1.0653216727936856,1.0653216727936856,1.0653216727936856,1.2673461880188734
3,0.9189362512982935,0.3,0.5,1.2984733684120109,1.602109659738182,1.5718025077455609,1.2673461880188734,1.2673461880188734,1.297623990098592,1.297623990098592,1.2984733684120109,1.3298189758545331,1.3566307816822356,1.3566307816822356,1.3566307816822356
4,0.8770990557317708,0.4,0.5,1.3298189758545331,1.602109659738182,1.5718025077455609,1.5718025077455609,1.5718025077455609,1.3566307816822356,1.3566307816822356,1.3566307816822356,1.3566307816822356,1.3566307816822356,1.3566307816822356,1.5718025077455609
5,0.8333363423936785,0.5,0.5,1.3566307816822356,1.602109659738182,1.602109659738182,1.5718025077455609,1.5718025077455609,1.5718025077455609,1.5718025077455609,1.5718025077455609,1.5718025077455609,1.5718025077455609,1.5718025077455609,1.5718025077455609
6,0.788207003453236,0.6,0.5,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182,1.5975583465046412,1.5975583465046412,1.5975583465046412,1.5992636966021094,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182
7,0.7411829085658302,0.7,0.5,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182
8,0.6903745840901906,0.8,0.5,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182
9,0.6302339395753846,0.9,0.5,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182
10,0.5400203075835843,0.99,0.5,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182,1.6021175603418485,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182,1.602109659738182
